freq,ceparema,env_econ,nace_r2,unit,geo\TIME_PERIOD,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,FI,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,IE,,,,,,,,,0.2,0.5,0.3,2.3,0.5,0.1,0.7,0.9,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,IT,,,,,,,,,,,0.0,0.6,1.7,2.3,1.9,3.8,0.5,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,5.8,0.1,0.8,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,RO,,,,,,,,,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.8,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,SE,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_EUR,SI,,,,,,,,,0.1,0.3,1.6,1.9,5.1,10.5,1.2,0.6,0.4,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,AT,,,,,,,,,,,,,0.0,0.0,0.1,1.1,1.4,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.4,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,BE,,,,,,,,,0.9,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.5,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.1,1.1,0.7,0.3,0.2,0.0,0.1,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,CH,,,,,,,,,,,4.5,,4.0,,8.0,8.1,8.2,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,DE,,,,,,,,,,,,,56.7,70.5,89.0,25.2,32.8,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,FI,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,IE,,,,,,,,,0.2,0.5,0.3,2.3,0.5,0.1,0.7,0.9,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,IT,,,,,,,,,,,0.0,0.6,1.7,2.3,1.9,3.8,0.5,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,PL,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.3,26.0,0.5,3.6,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,RO,,,,,,,,,0.1,0.0,0.1,0.4,0.0,0.5,0.1,0.2,4.2,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,RS,,,,,,,,,0.1,0.0,0.0,0.0,0.0,2.7,8.0,1.9,0.0,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,SE,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,C19_C20,MIO_NAC,SI,,,,,,,,,0.1,0.3,1.6,1.9,5.1,10.5,1.2,0.6,0.4,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,AT,,,,,,,,,,,,,4.9,4.7,0.6,4.8,4.3,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,BE,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,BG,,,,,,,,,0.0,0.6,0.0,0.4,0.0,0.3,0.7,2.0,5.2,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,CH,,,,,,,,,,,10.8,,3.7,,8.9,8.9,9.7,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,DE,,,,,,,,,,,,,32.7,20.0,25.4,25.2,20.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,FI,,,,,,,,,,,,,0.0,,0.2,,0.1,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,HR,,,,,,,,,0.0,0.1,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,IE,,,,,,,,,0.0,0.3,0.3,0.1,0.2,0.0,0.3,0.5,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,IT,,,,,,,,,,,0.7,0.3,3.4,10.5,2.5,2.8,1.2,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.1,1.8,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,MT,,,,,,,,,,,,,1.5,1.6,1.7,1.9,2.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,PL,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.5,0.8,0.4,0.1,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,RO,,,,,,,,,1.4,7.1,0.1,0.6,0.1,1.8,0.5,0.7,4.8,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,RS,,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.5,0.2,0.4,0.6,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,SE,,,,,,,,,,,,,0.9,2.8,,,,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_EUR,SI,,,,,,,,,0.4,7.3,1.0,0.6,1.0,0.2,0.2,0.6,2.9,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,AT,,,,,,,,,,,,,4.9,4.7,0.6,4.8,4.3,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,BE,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,BG,,,,,,,,,0.0,0.6,0.0,0.4,0.0,0.3,0.7,2.0,5.2,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,CH,,,,,,,,,,,11.8,,4.3,,9.5,9.6,9.8,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,DE,,,,,,,,,,,,,32.7,20.0,25.4,25.2,20.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,FI,,,,,,,,,,,,,0.0,,0.2,,0.1,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,HR,,,,,,,,,0.0,0.1,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,IE,,,,,,,,,0.0,0.3,0.3,0.1,0.2,0.0,0.3,0.5,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,IT,,,,,,,,,,,0.7,0.3,3.4,10.5,2.5,2.8,1.2,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.1,1.8,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,MT,,,,,,,,,,,,,1.5,1.6,1.7,1.9,2.0,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,PL,,,,,,,,,0.0,0.2,0.0,0.0,0.1,2.2,3.4,1.8,0.4,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,RO,,,,,,,,,6.2,31.6,0.3,2.9,0.6,8.4,2.4,3.5,23.7,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,RS,,,,,,,,,2.0,25.7,3.6,2.3,4.7,61.2,18.1,45.3,69.7,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,SE,,,,,,,,,,,,,9.3,29.4,,,,,
A,CEPA3,EPS_INV_PP,C21-C23,MIO_NAC,SI,,,,,,,,,0.4,7.3,1.0,0.6,1.0,0.2,0.2,0.6,2.9,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,AT,,,,,,,,,,,,,0.6,1.0,0.5,0.5,6.8,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,BG,,,,,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,CH,,,,,,,,,,,0.1,,0.9,,0.1,0.1,0.1,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,DE,,,,,,,,,,,,,9.2,20.3,30.4,41.4,28.5,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,FI,,,,,,,,,,,,,0.8,0.4,0.7,,,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,IE,,,,,,,,,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,IT,,,,,,,,,,,1.0,1.7,2.8,0.9,0.1,0.2,2.9,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,RO,,,,,,,,,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.3,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,SE,,,,,,,,,,,,,0.1,0.4,0.2,0.3,,,
A,CEPA3,EPS_INV_PP,C24,MIO_EUR,SI,,,,,,,,,0.8,5.2,0.3,0.2,0.2,0.3,0.2,0.3,,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,AT,,,,,,,,,,,,,0.6,1.0,0.5,0.5,6.8,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,BG,,,,,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,CH,,,,,,,,,,,0.1,,1.0,,0.1,0.1,0.1,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,DE,,,,,,,,,,,,,9.2,20.3,30.4,41.4,28.5,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,FI,,,,,,,,,,,,,0.8,0.4,0.7,,,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,IE,,,,,,,,,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,IT,,,,,,,,,,,1.0,1.7,2.8,0.9,0.1,0.2,2.9,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,RO,,,,,,,,,2.3,0.6,0.6,0.6,0.0,0.2,0.2,0.4,1.5,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,SE,,,,,,,,,,,,,1.5,4.3,2.5,3.4,,,
A,CEPA3,EPS_INV_PP,C24,MIO_NAC,SI,,,,,,,,,0.8,5.2,0.3,0.2,0.2,0.3,0.2,0.3,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,AT,,,,,,,,,,,,,0.1,1.9,0.2,3.0,3.6,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,BE,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,BG,,,,,,,,,1.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,CH,,,,,,,,,,,0.4,,3.1,,0.4,0.5,0.5,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,DE,,,,,,,,,,,,,18.6,16.0,16.1,16.9,16.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,FI,,,,,,,,,,,,,0.1,0.2,,,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,IE,,,,,,,,,0.0,0.2,0.3,1.2,1.2,0.5,0.7,1.0,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,IT,,,,,,,,,,,1.3,3.4,2.2,0.5,1.1,2.9,3.4,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.2,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,LV,,,,,,,,,,,,,0.1,0.0,0.0,0.4,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,PL,,,,,,,,,0.1,1.7,0.2,0.2,0.2,0.0,0.2,0.1,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,RO,,,,,,,,,0.4,1.1,1.0,0.7,0.2,0.3,0.2,0.3,2.5,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,RS,,,,,,,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,SE,,,,,,,,,,,,,,,,2.0,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_EUR,SI,,,,,,,,,1.4,0.4,0.4,1.3,0.5,1.3,0.8,1.4,1.5,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,AT,,,,,,,,,,,,,0.1,1.9,0.2,3.0,3.6,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,BE,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,BG,,,,,,,,,1.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,CH,,,,,,,,,,,0.5,,3.5,,0.5,0.5,0.5,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,DE,,,,,,,,,,,,,18.6,16.0,16.1,16.9,16.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,FI,,,,,,,,,,,,,0.1,0.2,,,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,IE,,,,,,,,,0.0,0.2,0.3,1.2,1.2,0.5,0.7,1.0,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,IT,,,,,,,,,,,1.3,3.4,2.2,0.5,1.1,2.9,3.4,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.2,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,LV,,,,,,,,,,,,,0.1,0.0,0.0,0.4,0.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,PL,,,,,,,,,0.5,7.3,0.9,1.0,0.8,0.1,0.9,0.6,0.9,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,RO,,,,,,,,,1.6,4.7,4.5,3.3,1.0,1.5,0.8,1.7,12.2,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,RS,,,,,,,,,14.8,6.1,0.0,3.2,0.4,0.1,0.0,10.5,19.1,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,SE,,,,,,,,,,,,,,,,20.8,,,
A,CEPA3,EPS_INV_PP,C25-C30,MIO_NAC,SI,,,,,,,,,1.4,0.4,0.4,1.3,0.5,1.3,0.8,1.4,1.5,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,AT,,,,,,,,,8.1,0.1,0.4,0.2,0.1,0.1,0.1,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,CH,,,,,,,,,0.0,0.0,0.0,0.4,0.8,0.8,1.7,1.7,1.9,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,DE,,,,,,,,,17.9,35.5,41.0,8.6,6.4,3.9,7.2,6.2,29.5,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,DK,,,,,,,,,0.0,0.0,0.2,0.1,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,FI,,,,,,,,,,,,,1.4,0.0,,,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,HR,,,,,,,,,0.0,0.1,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,IT,,,,,,,,,,,7.4,5.6,6.7,2.2,15.1,55.0,3.5,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,MK,,,,,,,,,,,,,,,0.0,0.0,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,NO,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,PL,,,,,,,,,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,PT,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,RO,,,,,,,,,1.9,3.9,4.5,2.3,1.2,0.2,4.1,1.2,2.7,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,RS,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,SE,,,,,,,,,,,,,,2.1,,0.1,,,
A,CEPA3,EPS_INV_PP,D,MIO_EUR,SI,,,,,,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,AT,,,,,,,,,8.1,0.1,0.4,0.2,0.1,0.1,0.1,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,CH,,,,,,,,,0.1,0.0,0.0,0.4,0.9,0.9,1.8,1.9,1.9,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,DE,,,,,,,,,17.9,35.5,41.0,8.6,6.4,3.9,7.2,6.2,29.5,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,DK,,,,,,,,,0.0,0.0,1.2,1.1,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,FI,,,,,,,,,,,,,1.4,0.0,,,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,HR,,,,,,,,,0.0,0.1,0.0,0.0,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,IT,,,,,,,,,,,7.4,5.6,6.7,2.2,15.1,55.0,3.5,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,MK,,,,,,,,,,,,,,,0.0,0.0,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,NO,,,,,,,,,,,,,,,,,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,PL,,,,,,,,,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,PT,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,RO,,,,,,,,,8.5,17.2,20.3,10.3,5.8,0.9,19.6,5.8,13.6,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,RS,,,,,,,,,6.4,5.0,0.0,0.0,0.0,0.0,3.0,0.1,0.3,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,SE,,,,,,,,,,,,,,22.4,,0.7,,,
A,CEPA3,EPS_INV_PP,D,MIO_NAC,SI,,,,,,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,
A,CEPA3,EPS_INV_PP,E36,MIO_EUR,AT,,,,,,,,,,,,,,,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,E36,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA3,EPS_INV_PP,E36,MIO_EUR,BE,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
A,CEPA3,EPS_INV_PP,E36,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA3,EPS_INV_PP,E36,MIO_EUR,CH,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
