freq,ceparema,env_econ,nace_r2,unit,geo\TIME_PERIOD,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,CH,,,,,,,,,,,0.6,,1.4,,0.6,0.7,0.7,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,DE,,,,,,,,,,,,,3.7,0.9,1.9,1.8,1.6,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,FI,,,,,,,,,,,,,0.0,,0.0,,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,IT,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.3,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,RO,,,,,,,,,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,SE,,,,,,,,,,,,,0.0,,1.6,0.0,,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_EUR,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,AT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,CH,,,,,,,,,,,0.6,,1.7,,0.7,0.7,0.7,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,DE,,,,,,,,,,,,,3.7,0.9,1.9,1.8,1.6,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,FI,,,,,,,,,,,,,0.0,,0.0,,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,IT,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.3,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,LT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,MT,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,RO,,,,,,,,,3.6,6.0,0.0,0.0,0.2,0.1,0.1,0.1,0.6,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,RS,,,,,,,,,3.4,0.1,2.5,0.1,0.1,0.0,0.1,0.1,0.0,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,SE,,,,,,,,,,,,,0.0,,17.1,0.3,,,
A,CEPA6,EPS_INV_PP,C25-C30,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,AT,,,,,,,,,0.3,0.6,2.8,0.0,5.3,9.6,5.6,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,CH,,,,,,,,,,,,,,,10.3,10.3,11.3,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,DE,,,,,,,,,11.8,24.6,26.5,35.7,20.6,10.0,34.4,38.4,32.6,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,FI,,,,,,,,,,,,,,,,0.1,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,HR,,,,,,,,,0.3,0.3,0.3,0.3,,,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,IT,,,,,,,,,,,244.2,157.9,215.1,174.8,163.9,99.2,25.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,MK,,,,,,,,,,,,,,,0.0,0.0,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,NO,,,,,,,,,0.0,0.0,,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,PT,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,RO,,,,,,,,,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.1,0.1,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,SE,,,,,,,,,,,,,1.1,0.2,,0.4,,,
A,CEPA6,EPS_INV_PP,D,MIO_EUR,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,AT,,,,,,,,,0.3,0.6,2.8,0.0,5.3,9.6,5.6,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,CH,,,,,,,,,,,,,,,11.0,11.2,11.3,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,DE,,,,,,,,,11.8,24.6,26.5,35.7,20.6,10.0,34.4,38.4,32.6,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,FI,,,,,,,,,,,,,,,,0.1,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,HR,,,,,,,,,0.3,0.3,0.3,0.3,,,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,IT,,,,,,,,,,,244.2,157.9,215.1,174.8,163.9,99.2,25.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,MK,,,,,,,,,,,,,,,0.0,0.1,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,NO,,,,,,,,,0.0,0.0,,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,PT,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,RO,,,,,,,,,0.4,0.5,0.9,0.5,0.1,1.2,2.2,0.4,0.5,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,RS,,,,,,,,,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,SE,,,,,,,,,,,,,11.2,1.6,,4.0,,,
A,CEPA6,EPS_INV_PP,D,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,AT,,,,,,,,,,,,,,,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,CH,,,,,,,,,,,,,,,0.2,0.1,0.1,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,CY,,,,,,,,,,,,,0.0,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,DE,,,,,,,,,4.9,0.1,0.3,0.2,0.3,0.3,0.2,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,FI,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,IT,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,MK,,,,,,,,,,,,,,,0.0,0.0,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,MT,,,,,,,,,,,,,,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,NO,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,PT,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,RO,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,SE,,,,,,,,,,,,,0.0,0.0,,0.1,,,
A,CEPA6,EPS_INV_PP,E36,MIO_EUR,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,AT,,,,,,,,,,,,,,,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,CH,,,,,,,,,,,,,,,0.2,0.1,0.1,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,CY,,,,,,,,,,,,,0.0,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,DE,,,,,,,,,4.9,0.1,0.3,0.2,0.3,0.3,0.2,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,FI,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,HR,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,IT,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,MK,,,,,,,,,,,,,,,0.5,0.5,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,MT,,,,,,,,,,,,,,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,NO,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,PT,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,RO,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,RS,,,,,,,,,0.0,0.0,0.1,0.8,0.0,0.0,0.0,4.8,3.3,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,SE,,,,,,,,,,,,,0.0,0.0,,1.3,,,
A,CEPA6,EPS_INV_PP,E36,MIO_NAC,SI,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,AT,,,,,,,,,0.4,0.8,3.2,0.0,5.3,9.6,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,CH,,,,,,,,,,,,,,,33.6,34.1,40.2,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,DE,,,,,,,,,24.8,39.1,45.1,45.9,26.7,13.6,52.3,44.6,43.7,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,FI,,,,,,,,,,,,0.4,0.1,0.0,0.0,0.1,13.5,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,HR,,,,,,,,,0.5,0.6,0.3,0.3,,,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.2,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,MK,,,,,,,,,,,,,,,0.0,0.0,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,MT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,NO,,,,,,,,,0.0,0.1,0.6,0.4,,,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,PT,,,,,,,,,,1.2,1.0,0.0,0.0,0.0,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,RO,,,,,,,,,2.0,2.0,3.1,1.7,2.2,0.7,0.6,2.0,2.4,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,RS,,,,,,,,,0.5,0.4,0.9,0.9,3.7,4.7,4.4,4.4,4.9,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,SE,,,,,,,,,,,,,1.3,0.3,2.3,2.7,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_EUR,SI,,,,,,,,,0.2,0.2,0.0,0.0,0.0,0.1,0.0,5.8,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,AT,,,,,,,,,0.4,0.8,3.2,0.0,5.3,9.6,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,BA,,,,,,,,,,,,,,,,,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,BE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,BG,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,CH,,,,,,,,,,,,,,,36.0,36.9,40.4,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,DE,,,,,,,,,24.8,39.1,45.1,45.9,26.7,13.6,52.3,44.6,43.7,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,EL,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,FI,,,,,,,,,,,,0.4,0.1,0.0,0.0,0.1,13.5,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,HR,,,,,,,,,0.5,0.6,0.3,0.3,,,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,IE,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.2,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,LT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,MK,,,,,,,,,,,,,,,0.6,0.7,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,MT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,NO,,,,,,,,,0.1,0.5,5.6,4.0,,,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,PL,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,PT,,,,,,,,,,1.2,1.0,0.0,0.0,0.0,,,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,RO,,,,,,,,,8.9,9.0,13.7,7.7,10.2,3.3,3.1,9.7,11.8,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,RS,,,,,,,,,60.2,54.3,114.7,112.5,440.2,551.4,514.9,521.9,572.5,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,SE,,,,,,,,,,,,,13.6,3.5,24.3,27.8,,,
A,CEPA6,EPS_INV_PP,EP_BSN,MIO_NAC,SI,,,,,,,,,0.2,0.2,0.0,0.0,0.0,0.1,0.0,5.8,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,AT,,,,,,,,,4.4,1.2,3.4,1.3,2.0,3.5,2.9,4.3,3.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,BE,,,,,,,,,1.9,2.1,2.0,2.1,2.3,1.8,2.0,2.1,2.6,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,BG,,,,,,,,,1.3,1.7,0.0,0.2,0.4,0.3,1.1,0.1,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,CH,,,,,,,,,,,,,,,10.8,10.8,11.8,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,CY,,,,,,,,,,,,,0.0,,,,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,HR,,,,,,,,,0.2,0.2,0.3,0.3,,,,,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,LT,,,,,,,,,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,MK,,,,,,,,,,,,,,,1.6,0.5,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,MT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,PL,,,,,,,,,5.8,0.8,0.3,0.2,1.0,1.5,0.8,1.6,0.1,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,RO,,,,,,,,,0.4,0.7,0.2,0.0,0.2,0.1,0.3,0.2,0.5,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,RS,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_EUR,SI,,,,,,,,,0.0,1.8,0.3,0.0,0.5,0.1,0.2,0.5,0.2,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,AT,,,,,,,,,4.4,1.2,3.4,1.3,2.0,3.5,2.9,4.3,3.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,BE,,,,,,,,,1.9,2.1,2.0,2.1,2.3,1.8,2.0,2.1,2.6,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,BG,,,,,,,,,1.3,1.7,0.0,0.2,0.4,0.3,1.1,0.1,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,CH,,,,,,,,,,,,,,,11.5,11.7,11.8,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,CY,,,,,,,,,,,,,0.0,,,,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,HR,,,,,,,,,0.2,0.2,0.3,0.2,,,,,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,LT,,,,,,,,,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,LV,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,MK,,,,,,,,,,,,,,,99.4,32.1,,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,MT,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,PL,,,,,,,,,24.3,3.4,1.4,0.7,4.2,6.5,3.4,7.3,0.4,,
A,CEPA6,EPS_INV_PT,A_EP_OTH,MIO_NAC,RO,,,,,,,,,1.8,3.3,1.0,0.2,0.8,0.6,1.3,0.8,2.3,,
