freq,ceparema,unit,geo\TIME_PERIOD,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,CEPA3,MIO_NAC,BA,,,,,,,,,,,,,,,,,5.8,,
A,CEPA3,MIO_NAC,BE,,,,,,,,,602.2,557.8,613.8,694.8,858.1,900.5,815.7,703.5,910.6,,
A,CEPA3,MIO_NAC,BG,11.6,16.7,35.8,14.2,22.1,34.1,21.1,37.7,31.1,53.9,36.8,31.1,13.7,13.2,10.2,18.3,67.7,,
A,CEPA3,MIO_NAC,CH,,,,,,,,,154.3,244.3,271.8,245.9,257.7,266.1,280.8,284.5,288.6,,
A,CEPA3,MIO_NAC,CY,,,,,0.9,0.7,0.2,0.5,0.1,0.2,0.6,0.6,1.4,0.8,1.0,5.6,4.4,,
A,CEPA3,MIO_NAC,CZ,,,,,,,5734.0,4723.0,5560.0,5051.0,4121.0,5861.0,7054.0,7950.0,7844.0,8170.0,9773.0,,
A,CEPA3,MIO_NAC,DE,,,,,958.0,1161.0,1006.0,1010.0,1109.0,1213.0,1491.0,1634.8,2001.6,2023.1,2245.1,2277.2,2615.5,,
A,CEPA3,MIO_NAC,DK,1046.4,1044.5,1573.7,1182.6,1143.7,971.2,1416.5,1103.2,1228.7,2861.0,2626.8,3084.8,1899.8,2153.5,2602.8,2445.4,3015.3,,
A,CEPA3,MIO_NAC,EE,,,,,,,,,18.5,18.3,20.4,38.0,17.1,13.1,25.5,26.2,18.2,,
A,CEPA3,MIO_NAC,EL,,,,,,,,,56.6,54.7,36.1,34.4,39.1,38.7,29.4,116.2,128.7,,
A,CEPA3,MIO_NAC,ES,,,,,653.7,366.6,488.7,366.1,445.3,476.6,478.6,645.0,796.3,783.8,772.3,723.0,803.7,839.8,
A,CEPA3,MIO_NAC,EU27_2020,5837.5,6114.5,6324.0,5751.6,6378.6,6481.2,6338.8,5508.2,5890.9,6854.4,6554.8,7028.3,8427.2,8880.7,8568.3,9368.7,10579.6,11128.2,11164.4
A,CEPA3,MIO_NAC,FI,,,,,,,,,95.0,156.0,203.0,126.0,140.0,159.0,167.0,331.0,148.0,,
A,CEPA3,MIO_NAC,FR,603.4,655.7,625.5,619.7,652.0,666.4,654.5,658.6,653.8,622.5,626.4,639.7,677.6,788.6,722.1,810.5,837.1,,
